1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.633358 cmd_find_best_session: 0 sessions to try
1774655523.633367 key_bindings_add: 0x10000010e26e M-Up = send-keys -X halfpage-up
1774655523.633373 cmd_find_best_session: 0 sessions to try
1774655523.633379 cmdq_next <global>: [bind-key/0x7fea95b14790] (0), flags 0
1774655523.633385 cmd_find_best_session: 0 sessions to try
1774655523.633390 cmd_find_current_client: no target, return 0x0
1774655523.633395 cmd_find_best_session: 0 sessions to try
1774655523.633400 cmd_find_current_client: no target, return 0x0
1774655523.633405 cmd_find_best_session: 0 sessions to try
1774655523.633410 cmd_find_best_session: 0 sessions to try
1774655523.633420 key_bindings_add: 0x10000010e26f M-Down = send-keys -X halfpage-down
1774655523.633425 cmd_find_best_session: 0 sessions to try
1774655523.633432 cmdq_next <global>: [bind-key/0x7fea95b14c10] (0), flags 0
1774655523.633437 cmd_find_best_session: 0 sessions to try
1774655523.633443 cmd_find_current_client: no target, return 0x0
1774655523.633448 cmd_find_best_session: 0 sessions to try
1774655523.633453 cmd_find_current_client: no target, return 0x0
1774655523.633458 cmd_find_best_session: 0 sessions to try
1774655523.633463 cmd_find_best_session: 0 sessions to try
1774655523.633472 key_bindings_add: 0x20000010e26e C-Up = send-keys -X scroll-up
1774655523.633477 cmd_find_best_session: 0 sessions to try
1774655523.633484 cmdq_next <global>: [bind-key/0x7fea95b150d0] (0), flags 0
1774655523.633490 cmd_find_best_session: 0 sessions to try
1774655523.633495 cmd_find_current_client: no target, return 0x0
1774655523.633500 cmd_find_best_session: 0 sessions to try
1774655523.633505 cmd_find_current_client: no target, return 0x0
1774655523.633510 cmd_find_best_session: 0 sessions to try
1774655523.633515 cmd_find_best_session: 0 sessions to try
1774655523.633524 key_bindings_add: 0x20000010e26f C-Down = send-keys -X scroll-down
1774655523.633529 cmd_find_best_session: 0 sessions to try
1774655523.633536 cmdq_next <global>: [bind-key/0x7fea95b15560] (0), flags 0
1774655523.633541 cmd_find_best_session: 0 sessions to try
1774655523.633547 cmd_find_current_client: no target, return 0x0
1774655523.633552 cmd_find_best_session: 0 sessions to try
1774655523.633557 cmd_find_current_client: no target, return 0x0
1774655523.633562 cmd_find_best_session: 0 sessions to try
1774655523.633567 cmd_find_best_session: 0 sessions to try
1774655523.633580 key_bindings_add: 0x23 # = send-keys -FX search-backward -- "#{copy_cursor_word}"
1774655523.633586 cmd_find_best_session: 0 sessions to try
1774655523.633593 cmdq_next <global>: [bind-key/0x7fea95b15b50] (0), flags 0
1774655523.633598 cmd_find_best_session: 0 sessions to try
1774655523.633603 cmd_find_current_client: no target, return 0x0
1774655523.633609 cmd_find_best_session: 0 sessions to try
1774655523.633614 cmd_find_current_client: no target, return 0x0
1774655523.633619 cmd_find_best_session: 0 sessions to try
1774655523.633624 cmd_find_best_session: 0 sessions to try
1774655523.633635 key_bindings_add: 0x2a * = send-keys -FX search-forward -- "#{copy_cursor_word}"
1774655523.633641 cmd_find_best_session: 0 sessions to try
1774655523.633648 cmdq_next <global>: [bind-key/0x7fea95b15fe0] (0), flags 0
1774655523.633653 cmd_find_best_session: 0 sessions to try
1774655523.633658 cmd_find_current_client: no target, return 0x0
1774655523.633663 cmd_find_best_session: 0 sessions to try
1774655523.633669 cmd_find_current_client: no target, return 0x0
1774655523.633674 cmd_find_best_session: 0 sessions to try
1774655523.633679 cmd_find_best_session: 0 sessions to try
1774655523.633688 key_bindings_add: 0x200000000063 C-c = send-keys -X cancel
1774655523.633693 cmd_find_best_session: 0 sessions to try
1774655523.633700 cmdq_next <global>: [bind-key/0x7fea95b16400] (0), flags 0
1774655523.633705 cmd_find_best_session: 0 sessions to try
1774655523.633710 cmd_find_current_client: no target, return 0x0
1774655523.633716 cmd_find_best_session: 0 sessions to try
1774655523.633747 cmd_find_current_client: no target, return 0x0
1774655523.633754 cmd_find_best_session: 0 sessions to try
1774655523.633760 cmd_find_best_session: 0 sessions to try
1774655523.633770 key_bindings_add: 0x200000000064 C-d = send-keys -X halfpage-down
1774655523.633776 cmd_find_best_session: 0 sessions to try
1774655523.633783 cmdq_next <global>: [bind-key/0x7fea95b167d0] (0), flags 0
1774655523.633788 cmd_find_best_session: 0 sessions to try
1774655523.633793 cmd_find_current_client: no target, return 0x0
1774655523.633799 cmd_find_best_session: 0 sessions to try
1774655523.633804 cmd_find_current_client: no target, return 0x0
1774655523.633809 cmd_find_best_session: 0 sessions to try
1774655523.633814 cmd_find_best_session: 0 sessions to try
1774655523.633823 key_bindings_add: 0x200000000065 C-e = send-keys -X scroll-down
1774655523.633829 cmd_find_best_session: 0 sessions to try
1774655523.633836 cmdq_next <global>: [bind-key/0x7fea95b16cd0] (0), flags 0
1774655523.633841 cmd_find_best_session: 0 sessions to try
1774655523.633846 cmd_find_current_client: no target, return 0x0
1774655523.633851 cmd_find_best_session: 0 sessions to try
1774655523.633856 cmd_find_current_client: no target, return 0x0
1774655523.633861 cmd_find_best_session: 0 sessions to try
1774655523.633867 cmd_find_best_session: 0 sessions to try
1774655523.633875 key_bindings_add: 0x200000000062 C-b = send-keys -X page-up
1774655523.633881 cmd_find_best_session: 0 sessions to try
1774655523.633888 cmdq_next <global>: [bind-key/0x7fea95b17290] (0), flags 0
1774655523.633893 cmd_find_best_session: 0 sessions to try
1774655523.633898 cmd_find_current_client: no target, return 0x0
1774655523.633903 cmd_find_best_session: 0 sessions to try
1774655523.633908 cmd_find_current_client: no target, return 0x0
1774655523.633913 cmd_find_best_session: 0 sessions to try
1774655523.633918 cmd_find_best_session: 0 sessions to try
1774655523.633927 key_bindings_add: 0x200000000066 C-f = send-keys -X page-down
1774655523.633932 cmd_find_best_session: 0 sessions to try
1774655523.633939 cmdq_next <global>: [bind-key/0x7fea95b176f0] (0), flags 0
1774655523.633944 cmd_find_best_session: 0 sessions to try
1774655523.633949 cmd_find_current_client: no target, return 0x0
1774655523.633954 cmd_find_best_session: 0 sessions to try
1774655523.633960 cmd_find_current_client: no target, return 0x0
1774655523.633965 cmd_find_best_session: 0 sessions to try
1774655523.633970 cmd_find_best_session: 0 sessions to try
1774655523.633978 key_bindings_add: 0x200000000068 C-h = send-keys -X cursor-left
1774655523.633984 cmd_find_best_session: 0 sessions to try
1774655523.633990 cmdq_next <global>: [bind-key/0x7fea95b17ba0] (0), flags 0
1774655523.633996 cmd_find_best_session: 0 sessions to try
1774655523.634001 cmd_find_current_client: no target, return 0x0
1774655523.634006 cmd_find_best_session: 0 sessions to try
1774655523.634011 cmd_find_current_client: no target, return 0x0
1774655523.634016 cmd_find_best_session: 0 sessions to try
1774655523.634021 cmd_find_best_session: 0 sessions to try
1774655523.634030 key_bindings_add: 0x20000000006a C-j = send-keys -X copy-pipe-and-cancel
1774655523.634036 cmd_find_best_session: 0 sessions to try
1774655523.634042 cmdq_next <global>: [bind-key/0x7fea95b17e60] (0), flags 0
1774655523.634048 cmd_find_best_session: 0 sessions to try
1774655523.634053 cmd_find_current_client: no target, return 0x0
1774655523.634058 cmd_find_best_session: 0 sessions to try
1774655523.634063 cmd_find_current_client: no target, return 0x0
1774655523.634068 cmd_find_best_session: 0 sessions to try
1774655523.634073 cmd_find_best_session: 0 sessions to try
1774655523.634082 key_bindings_add: 0xd Enter = send-keys -X copy-pipe-and-cancel
1774655523.634088 cmd_find_best_session: 0 sessions to try
1774655523.634094 cmdq_next <global>: [bind-key/0x7fea95b183b0] (0), flags 0
1774655523.634100 cmd_find_best_session: 0 sessions to try
1774655523.634105 cmd_find_current_client: no target, return 0x0
1774655523.634110 cmd_find_best_session: 0 sessions to try
1774655523.634124 cmd_find_current_client: no target, return 0x0
1774655523.634129 cmd_find_best_session: 0 sessions to try
1774655523.634134 cmd_find_best_session: 0 sessions to try
1774655523.634144 key_bindings_add: 0x200000000075 C-u = send-keys -X halfpage-up
1774655523.634149 cmd_find_best_session: 0 sessions to try
1774655523.634156 cmdq_next <global>: [bind-key/0x7fea95b187a0] (0), flags 0
1774655523.634161 cmd_find_best_session: 0 sessions to try
1774655523.634167 cmd_find_current_client: no target, return 0x0
1774655523.634172 cmd_find_best_session: 0 sessions to try
1774655523.634177 cmd_find_current_client: no target, return 0x0
1774655523.634182 cmd_find_best_session: 0 sessions to try
1774655523.634187 cmd_find_best_session: 0 sessions to try
1774655523.634196 key_bindings_add: 0x200000000076 C-v = send-keys -X rectangle-toggle
1774655523.634202 cmd_find_best_session: 0 sessions to try
1774655523.634209 cmdq_next <global>: [bind-key/0x7fea95b18940] (0), flags 0
1774655523.634214 cmd_find_best_session: 0 sessions to try
1774655523.634219 cmd_find_current_client: no target, return 0x0
1774655523.634224 cmd_find_best_session: 0 sessions to try
1774655523.634229 cmd_find_current_client: no target, return 0x0
1774655523.634234 cmd_find_best_session: 0 sessions to try
1774655523.634239 cmd_find_best_session: 0 sessions to try
1774655523.634248 key_bindings_add: 0x200000000079 C-y = send-keys -X scroll-up
1774655523.634253 cmd_find_best_session: 0 sessions to try
1774655523.634260 cmdq_next <global>: [bind-key/0x7fea95b19190] (0), flags 0
1774655523.634265 cmd_find_best_session: 0 sessions to try
1774655523.634271 cmd_find_current_client: no target, return 0x0
1774655523.634276 cmd_find_best_session: 0 sessions to try
1774655523.634281 cmd_find_current_client: no target, return 0x0
1774655523.634286 cmd_find_best_session: 0 sessions to try
1774655523.634291 cmd_find_best_session: 0 sessions to try
1774655523.634300 key_bindings_add: 0x1b Escape = send-keys -X clear-selection
1774655523.634306 cmd_find_best_session: 0 sessions to try
1774655523.634312 cmdq_next <global>: [bind-key/0x7fea95b195e0] (0), flags 0
1774655523.634317 cmd_find_best_session: 0 sessions to try
1774655523.634323 cmd_find_current_client: no target, return 0x0
1774655523.634328 cmd_find_best_session: 0 sessions to try
1774655523.634333 cmd_find_current_client: no target, return 0x0
1774655523.634338 cmd_find_best_session: 0 sessions to try
1774655523.634343 cmd_find_best_session: 0 sessions to try
1774655523.634351 key_bindings_add: 0x20 Space = send-keys -X begin-selection
1774655523.634357 cmd_find_best_session: 0 sessions to try
1774655523.634364 cmdq_next <global>: [bind-key/0x7fea95b19a60] (0), flags 0
1774655523.634369 cmd_find_best_session: 0 sessions to try
1774655523.634374 cmd_find_current_client: no target, return 0x0
1774655523.634379 cmd_find_best_session: 0 sessions to try
1774655523.634384 cmd_find_current_client: no target, return 0x0
1774655523.634389 cmd_find_best_session: 0 sessions to try
1774655523.634394 cmd_find_best_session: 0 sessions to try
1774655523.634403 key_bindings_add: 0x24 $ = send-keys -X end-of-line
1774655523.634409 cmd_find_best_session: 0 sessions to try
1774655523.634415 cmdq_next <global>: [bind-key/0x7fea95b19f20] (0), flags 0
1774655523.634421 cmd_find_best_session: 0 sessions to try
1774655523.634426 cmd_find_current_client: no target, return 0x0
1774655523.634431 cmd_find_best_session: 0 sessions to try
1774655523.634436 cmd_find_current_client: no target, return 0x0
1774655523.634441 cmd_find_best_session: 0 sessions to try
1774655523.634446 cmd_find_best_session: 0 sessions to try
1774655523.634455 key_bindings_add: 0x2c , = send-keys -X jump-reverse
1774655523.634460 cmd_find_best_session: 0 sessions to try
1774655523.634467 cmdq_next <global>: [bind-key/0x7fea95b1a280] (0), flags 0
1774655523.634473 cmd_find_best_session: 0 sessions to try
1774655523.634478 cmd_find_current_client: no target, return 0x0
1774655523.634483 cmd_find_best_session: 0 sessions to try
1774655523.634488 cmd_find_current_client: no target, return 0x0
1774655523.634502 cmd_find_best_session: 0 sessions to try
1774655523.634507 cmd_find_best_session: 0 sessions to try
1774655523.634525 key_bindings_add: 0x2f / = command-prompt -T search -p "(search down)" { send-keys -X search-forward -- "%%" }
1774655523.634531 cmd_find_best_session: 0 sessions to try
1774655523.634538 cmdq_next <global>: [bind-key/0x7fea95b1aaa0] (0), flags 0
1774655523.634543 cmd_find_best_session: 0 sessions to try
1774655523.634549 cmd_find_current_client: no target, return 0x0
1774655523.634554 cmd_find_best_session: 0 sessions to try
1774655523.634559 cmd_find_current_client: no target, return 0x0
1774655523.634564 cmd_find_best_session: 0 sessions to try
1774655523.634569 cmd_find_best_session: 0 sessions to try
1774655523.634578 key_bindings_add: 0x30 0 = send-keys -X start-of-line
1774655523.634583 cmd_find_best_session: 0 sessions to try
1774655523.634590 cmdq_next <global>: [bind-key/0x7fea95b1b2b0] (0), flags 0
1774655523.634596 cmd_find_best_session: 0 sessions to try
1774655523.634601 cmd_find_current_client: no target, return 0x0
1774655523.634606 cmd_find_best_session: 0 sessions to try
1774655523.634611 cmd_find_current_client: no target, return 0x0
1774655523.634616 cmd_find_best_session: 0 sessions to try
1774655523.634621 cmd_find_best_session: 0 sessions to try
1774655523.634635 key_bindings_add: 0x31 1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1774655523.634641 cmd_find_best_session: 0 sessions to try
1774655523.634648 cmdq_next <global>: [bind-key/0x7fea95b1b900] (0), flags 0
1774655523.634653 cmd_find_best_session: 0 sessions to try
1774655523.634659 cmd_find_current_client: no target, return 0x0
1774655523.634664 cmd_find_best_session: 0 sessions to try
1774655523.634669 cmd_find_current_client: no target, return 0x0
1774655523.634674 cmd_find_best_session: 0 sessions to try
1774655523.634679 cmd_find_best_session: 0 sessions to try
1774655523.634692 key_bindings_add: 0x32 2 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1774655523.634698 cmd_find_best_session: 0 sessions to try
1774655523.634704 cmdq_next <global>: [bind-key/0x7fea95b1bf30] (0), flags 0
1774655523.634709 cmd_find_best_session: 0 sessions to try
1774655523.634715 cmd_find_current_client: no target, return 0x0
1774655523.634720 cmd_find_best_session: 0 sessions to try
1774655523.634725 cmd_find_current_client: no target, return 0x0
1774655523.634730 cmd_find_best_session: 0 sessions to try
1774655523.634735 cmd_find_best_session: 0 sessions to try
1774655523.634748 key_bindings_add: 0x33 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1774655523.634754 cmd_find_best_session: 0 sessions to try
1774655523.634760 cmdq_next <global>: [bind-key/0x7fea95b1c5c0] (0), flags 0
1774655523.634765 cmd_find_best_session: 0 sessions to try
1774655523.634771 cmd_find_current_client: no target, return 0x0
1774655523.634776 cmd_find_best_session: 0 sessions to try
1774655523.634781 cmd_find_current_client: no target, return 0x0
1774655523.634786 cmd_find_best_session: 0 sessions to try
1774655523.634791 cmd_find_best_session: 0 sessions to try
1774655523.634804 key_bindings_add: 0x34 4 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1774655523.634809 cmd_find_best_session: 0 sessions to try
1774655523.634816 cmdq_next <global>: [bind-key/0x7fea95b1cc10] (0), flags 0
1774655523.634821 cmd_find_best_session: 0 sessions to try
1774655523.634827 cmd_find_current_client: no target, return 0x0
1774655523.634832 cmd_find_best_session: 0 sessions to try
1774655523.634837 cmd_find_current_client: no target, return 0x0
1774655523.634842 cmd_find_best_session: 0 sessions to try
1774655523.634847 cmd_find_best_session: 0 sessions to try
1774655523.634860 key_bindings_add: 0x35 5 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1774655523.634866 cmd_find_best_session: 0 sessions to try
1774655523.634872 cmdq_next <global>: [bind-key/0x7fea95b1d1f0] (0), flags 0
1774655523.634878 cmd_find_best_session: 0 sessions to try
1774655523.634883 cmd_find_current_client: no target, return 0x0
1774655523.634897 cmd_find_best_session: 0 sessions to try
1774655523.634902 cmd_find_current_client: no target, return 0x0
1774655523.634907 cmd_find_best_session: 0 sessions to try
1774655523.634913 cmd_find_best_session: 0 sessions to try
1774655523.634925 key_bindings_add: 0x36 6 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1774655523.634931 cmd_find_best_session: 0 sessions to try
1774655523.634938 cmdq_next <global>: [bind-key/0x7fea95b1d900] (0), flags 0
1774655523.634943 cmd_find_best_session: 0 sessions to try
1774655523.634948 cmd_find_current_client: no target, return 0x0
1774655523.634954 cmd_find_best_session: 0 sessions to try
1774655523.634959 cmd_find_current_client: no target, return 0x0
1774655523.634964 cmd_find_best_session: 0 sessions to try
1774655523.634969 cmd_find_best_session: 0 sessions to try
1774655523.634982 key_bindings_add: 0x37 7 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1774655523.634987 cmd_find_best_session: 0 sessions to try
1774655523.634994 cmdq_next <global>: [bind-key/0x7fea95b1dfb0] (0), flags 0
1774655523.634999 cmd_find_best_session: 0 sessions to try
1774655523.635005 cmd_find_current_client: no target, return 0x0
1774655523.635010 cmd_find_best_session: 0 sessions to try
1774655523.635015 cmd_find_current_client: no target, return 0x0
1774655523.635020 cmd_find_best_session: 0 sessions to try
1774655523.635025 cmd_find_best_session: 0 sessions to try
1774655523.635038 key_bindings_add: 0x38 8 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1774655523.635044 cmd_find_best_session: 0 sessions to try
1774655523.635050 cmdq_next <global>: [bind-key/0x7fea95b1e550] (0), flags 0
1774655523.635056 cmd_find_best_session: 0 sessions to try
1774655523.635061 cmd_find_current_client: no target, return 0x0
1774655523.635066 cmd_find_best_session: 0 sessions to try
1774655523.635071 cmd_find_current_client: no target, return 0x0
1774655523.635076 cmd_find_best_session: 0 sessions to try
1774655523.635081 cmd_find_best_session: 0 sessions to try
1774655523.635094 key_bindings_add: 0x39 9 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1774655523.635100 cmd_find_best_session: 0 sessions to try
1774655523.635106 cmdq_next <global>: [bind-key/0x7fea95b1ec70] (0), flags 0
1774655523.635112 cmd_find_best_session: 0 sessions to try
1774655523.635117 cmd_find_current_client: no target, return 0x0
1774655523.635122 cmd_find_best_session: 0 sessions to try
1774655523.635127 cmd_find_current_client: no target, return 0x0
1774655523.635132 cmd_find_best_session: 0 sessions to try
1774655523.635137 cmd_find_best_session: 0 sessions to try
1774655523.635153 key_bindings_add: 0x3a : = command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" }
1774655523.635158 cmd_find_best_session: 0 sessions to try
1774655523.635165 cmdq_next <global>: [bind-key/0x7fea95b1efd0] (0), flags 0
1774655523.635171 cmd_find_best_session: 0 sessions to try
1774655523.635176 cmd_find_current_client: no target, return 0x0
1774655523.635181 cmd_find_best_session: 0 sessions to try
1774655523.635186 cmd_find_current_client: no target, return 0x0
1774655523.635191 cmd_find_best_session: 0 sessions to try
1774655523.635196 cmd_find_best_session: 0 sessions to try
1774655523.635205 key_bindings_add: 0x3b ; = send-keys -X jump-again
1774655523.635211 cmd_find_best_session: 0 sessions to try
1774655523.635218 cmdq_next <global>: [bind-key/0x7fea95b1f740] (0), flags 0
1774655523.635223 cmd_find_best_session: 0 sessions to try
1774655523.635228 cmd_find_current_client: no target, return 0x0
1774655523.635233 cmd_find_best_session: 0 sessions to try
1774655523.635239 cmd_find_current_client: no target, return 0x0
1774655523.635284 cmd_find_best_session: 0 sessions to try
1774655523.635305 cmd_find_best_session: 0 sessions to try
1774655523.635328 key_bindings_add: 0x3f ? = command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" }
1774655523.635335 cmd_find_best_session: 0 sessions to try
1774655523.635343 cmdq_next <global>: [bind-key/0x7fea95b1f910] (0), flags 0
1774655523.635364 cmd_find_best_session: 0 sessions to try
1774655523.635370 cmd_find_current_client: no target, return 0x0
1774655523.635376 cmd_find_best_session: 0 sessions to try
1774655523.635381 cmd_find_current_client: no target, return 0x0
1774655523.635386 cmd_find_best_session: 0 sessions to try
1774655523.635391 cmd_find_best_session: 0 sessions to try
1774655523.635401 key_bindings_add: 0x41 A = send-keys -X append-selection-and-cancel
1774655523.635407 cmd_find_best_session: 0 sessions to try
1774655523.635414 cmdq_next <global>: [bind-key/0x7fea95b1fe90] (0), flags 0
1774655523.635420 cmd_find_best_session: 0 sessions to try
1774655523.635425 cmd_find_current_client: no target, return 0x0
1774655523.635430 cmd_find_best_session: 0 sessions to try
1774655523.635435 cmd_find_current_client: no target, return 0x0
1774655523.635440 cmd_find_best_session: 0 sessions to try
1774655523.635445 cmd_find_best_session: 0 sessions to try
1774655523.635455 key_bindings_add: 0x42 B = send-keys -X previous-space
1774655523.635460 cmd_find_best_session: 0 sessions to try
1774655523.635467 cmdq_next <global>: [bind-key/0x7fea95b20350] (0), flags 0
1774655523.635472 cmd_find_best_session: 0 sessions to try
1774655523.635478 cmd_find_current_client: no target, return 0x0
1774655523.635483 cmd_find_best_session: 0 sessions to try
1774655523.635488 cmd_find_current_client: no target, return 0x0
1774655523.635493 cmd_find_best_session: 0 sessions to try
1774655523.635498 cmd_find_best_session: 0 sessions to try
1774655523.635507 key_bindings_add: 0x44 D = send-keys -X copy-pipe-end-of-line-and-cancel
1774655523.635513 cmd_find_best_session: 0 sessions to try
1774655523.635519 cmdq_next <global>: [bind-key/0x7fea95b207f0] (0), flags 0
1774655523.635525 cmd_find_best_session: 0 sessions to try
1774655523.635530 cmd_find_current_client: no target, return 0x0
1774655523.635535 cmd_find_best_session: 0 sessions to try
1774655523.635540 cmd_find_current_client: no target, return 0x0
1774655523.635545 cmd_find_best_session: 0 sessions to try
1774655523.635550 cmd_find_best_session: 0 sessions to try
1774655523.635559 key_bindings_add: 0x45 E = send-keys -X next-space-end
1774655523.635564 cmd_find_best_session: 0 sessions to try
1774655523.635572 cmdq_next <global>: [bind-key/0x7fea95b20f80] (0), flags 0
1774655523.635577 cmd_find_best_session: 0 sessions to try
1774655523.635582 cmd_find_current_client: no target, return 0x0
1774655523.635587 cmd_find_best_session: 0 sessions to try
1774655523.635592 cmd_find_current_client: no target, return 0x0
1774655523.635597 cmd_find_best_session: 0 sessions to try
1774655523.635602 cmd_find_best_session: 0 sessions to try
1774655523.635618 key_bindings_add: 0x46 F = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" }
1774655523.635624 cmd_find_best_session: 0 sessions to try
1774655523.635631 cmdq_next <global>: [bind-key/0x7fea95b21350] (0), flags 0
1774655523.635636 cmd_find_best_session: 0 sessions to try
1774655523.635641 cmd_find_current_client: no target, return 0x0
1774655523.635646 cmd_find_best_session: 0 sessions to try
1774655523.635651 cmd_find_current_client: no target, return 0x0
1774655523.635656 cmd_find_best_session: 0 sessions to try
1774655523.635661 cmd_find_best_session: 0 sessions to try
1774655523.635670 key_bindings_add: 0x47 G = send-keys -X history-bottom
1774655523.635676 cmd_find_best_session: 0 sessions to try
1774655523.635683 cmdq_next <global>: [bind-key/0x7fea95b216a0] (0), flags 0
1774655523.635688 cmd_find_best_session: 0 sessions to try
1774655523.635693 cmd_find_current_client: no target, return 0x0
1774655523.635698 cmd_find_best_session: 0 sessions to try
1774655523.635703 cmd_find_current_client: no target, return 0x0
1774655523.635708 cmd_find_best_session: 0 sessions to try
1774655523.635713 cmd_find_best_session: 0 sessions to try
1774655523.635722 key_bindings_add: 0x48 H = send-keys -X top-line
1774655523.635727 cmd_find_best_session: 0 sessions to try
1774655523.635734 cmdq_next <global>: [bind-key/0x7fea95b21bc0] (0), flags 0
1774655523.635749 cmd_find_best_session: 0 sessions to try
1774655523.635755 cmd_find_current_client: no target, return 0x0
1774655523.635760 cmd_find_best_session: 0 sessions to try
1774655523.635765 cmd_find_current_client: no target, return 0x0
1774655523.635770 cmd_find_best_session: 0 sessions to try
1774655523.635775 cmd_find_best_session: 0 sessions to try
1774655523.635783 key_bindings_add: 0x4a J = send-keys -X scroll-down
1774655523.635789 cmd_find_best_session: 0 sessions to try
1774655523.635795 cmdq_next <global>: [bind-key/0x7fea95b21f40] (0), flags 0
1774655523.635801 cmd_find_best_session: 0 sessions to try
1774655523.635806 cmd_find_current_client: no target, return 0x0
1774655523.635811 cmd_find_best_session: 0 sessions to try
1774655523.635816 cmd_find_current_client: no target, return 0x0
1774655523.635821 cmd_find_best_session: 0 sessions to try
1774655523.635826 cmd_find_best_session: 0 sessions to try
1774655523.635834 key_bindings_add: 0x4b K = send-keys -X scroll-up
1774655523.635840 cmd_find_best_session: 0 sessions to try
1774655523.635846 cmdq_next <global>: [bind-key/0x7fea95b224a0] (0), flags 0
1774655523.635852 cmd_find_best_session: 0 sessions to try
1774655523.635857 cmd_find_current_client: no target, return 0x0
1774655523.635862 cmd_find_best_session: 0 sessions to try
1774655523.635867 cmd_find_current_client: no target, return 0x0
1774655523.635872 cmd_find_best_session: 0 sessions to try
1774655523.635877 cmd_find_best_session: 0 sessions to try
1774655523.635885 key_bindings_add: 0x4c L = send-keys -X bottom-line
1774655523.635891 cmd_find_best_session: 0 sessions to try
1774655523.635897 cmdq_next <global>: [bind-key/0x7fea95b22620] (0), flags 0
1774655523.635902 cmd_find_best_session: 0 sessions to try
1774655523.635907 cmd_find_current_client: no target, return 0x0
1774655523.635912 cmd_find_best_session: 0 sessions to try
1774655523.635917 cmd_find_current_client: no target, return 0x0
1774655523.635922 cmd_find_best_session: 0 sessions to try
1774655523.635927 cmd_find_best_session: 0 sessions to try
1774655523.635936 key_bindings_add: 0x4d M = send-keys -X middle-line
1774655523.635941 cmd_find_best_session: 0 sessions to try
1774655523.635948 cmdq_next <global>: [bind-key/0x7fea95b22ca0] (0), flags 0
1774655523.635953 cmd_find_best_session: 0 sessions to try
1774655523.635958 cmd_find_current_client: no target, return 0x0
1774655523.635963 cmd_find_best_session: 0 sessions to try
1774655523.635968 cmd_find_current_client: no target, return 0x0
1774655523.635973 cmd_find_best_session: 0 sessions to try
1774655523.635978 cmd_find_best_session: 0 sessions to try
1774655523.635987 key_bindings_add: 0x4e N = send-keys -X search-reverse
1774655523.635992 cmd_find_best_session: 0 sessions to try
1774655523.635999 cmdq_next <global>: [bind-key/0x7fea95b231f0] (0), flags 0
1774655523.636004 cmd_find_best_session: 0 sessions to try
1774655523.636010 cmd_find_current_client: no target, return 0x0
1774655523.636015 cmd_find_best_session: 0 sessions to try
1774655523.636020 cmd_find_current_client: no target, return 0x0
1774655523.636025 cmd_find_best_session: 0 sessions to try
1774655523.636030 cmd_find_best_session: 0 sessions to try
1774655523.636038 key_bindings_add: 0x50 P = send-keys -X toggle-position
1774655523.636044 cmd_find_best_session: 0 sessions to try
1774655523.636050 cmdq_next <global>: [bind-key/0x7fea95b234f0] (0), flags 0
1774655523.636056 cmd_find_best_session: 0 sessions to try
1774655523.636061 cmd_find_current_client: no target, return 0x0
1774655523.636066 cmd_find_best_session: 0 sessions to try
1774655523.636071 cmd_find_current_client: no target, return 0x0
1774655523.636085 cmd_find_best_session: 0 sessions to try
1774655523.636090 cmd_find_best_session: 0 sessions to try
1774655523.636106 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" }
1774655523.636112 cmd_find_best_session: 0 sessions to try
1774655523.636118 cmdq_next <global>: [bind-key/0x7fea95b23cd0] (0), flags 0
1774655523.636133 cmd_find_best_session: 0 sessions to try
1774655523.636138 cmd_find_current_client: no target, return 0x0
1774655523.636144 cmd_find_best_session: 0 sessions to try
1774655523.636149 cmd_find_current_client: no target, return 0x0
1774655523.636154 cmd_find_best_session: 0 sessions to try
1774655523.636159 cmd_find_best_session: 0 sessions to try
1774655523.636167 key_bindings_add: 0x56 V = send-keys -X select-line
1774655523.636173 cmd_find_best_session: 0 sessions to try
1774655523.636179 cmdq_next <global>: [bind-key/0x7fea95b23fc0] (0), flags 0
1774655523.636185 cmd_find_best_session: 0 sessions to try
1774655523.636190 cmd_find_current_client: no target, return 0x0
1774655523.636195 cmd_find_best_session: 0 sessions to try
1774655523.636200 cmd_find_current_client: no target, return 0x0
